VENDOR_NAME,REGION,CITY,CITY_CODE,PROJECT_NAME,PROJECT_ID,RESIDENCE_NAME,CLUSTER_NAME,CLUSTER_CODE,PREFIX_ADDRESS,STREET_NAME,HOUSE_NUMBER,BLOCK,FLOOR,RT,RW,DISTRICT,SUB_DISTRICT,ZIP_CODE,HOMEPASS STATUS ALL OPERATOR,SAMPLE RESULT - FIXED BROADBAND,SAMPLE RESULT - MOBILE CONNECTION,MOBILE DATA CONSUMPTION,USER MOVEMENT TO OTHER OPERATOR - FIXED BB,NUMBER OF DEVICE
FIBERHOME,BANTEN,TANGERANG SELATAN,TGRS,KAV DKI MERUYA RW.10 EXTENSION,-,KAV DKI MERUYA,KAV DKI MERUYA,DKI10,JL.,TERATAI I,15,51,-,-,10,KEMBANGAN,MERUYA UTARA,11620,,,,,,
FIBERHOME,BANTEN,TANGERANG SELATAN,TGRS,KAV DKI MERUYA RW.10 EXTENSION,-,KAV DKI MERUYA,KAV DKI MERUYA,DKI10,JL.,TERATAI I,2,51,-,-,10,KEMBANGAN,MERUYA UTARA,11620,,,,,,
FIBERHOME,BANTEN,TANGERANG SELATAN,TGRS,KAV DKI MERUYA RW.10 EXTENSION,-,KAV DKI MERUYA,KAV DKI MERUYA,DKI10,JL.,TERATAI I,3,51,-,-,10,KEMBANGAN,MERUYA UTARA,11620,,,,,,
FIBERHOME,BANTEN,TANGERANG SELATAN,TGRS,KAV DKI MERUYA RW.10 EXTENSION,-,KAV DKI MERUYA,KAV DKI MERUYA,DKI10,JL.,TERATAI I,17,50,-,-,10,KEMBANGAN,MERUYA UTARA,11620,,,,,,
FIBERHOME,BANTEN,TANGERANG SELATAN,TGRS,KAV DKI MERUYA RW.10 EXTENSION,-,KAV DKI MERUYA,KAV DKI MERUYA,DKI10,JL.,TERATAI I,18,50,-,-,10,KEMBANGAN,MERUYA UTARA,11620,,,,,,
FIBERHOME,BANTEN,TANGERANG SELATAN,TGRS,KAV DKI MERUYA RW.10 EXTENSION,-,KAV DKI MERUYA,KAV DKI MERUYA,DKI10,JL.,TERATAI I,19,50,-,-,10,KEMBANGAN,MERUYA UTARA,11620,,,,,,
FIBERHOME,BANTEN,TANGERANG SELATAN,TGRS,KAV DKI MERUYA RW.10 EXTENSION,-,KAV DKI MERUYA,KAV DKI MERUYA,DKI10,JL.,TERATAI I,20,50,-,-,10,KEMBANGAN,MERUYA UTARA,11620,,,,,,
FIBERHOME,BANTEN,TANGERANG SELATAN,TGRS,KAV DKI MERUYA RW.10 EXTENSION,-,KAV DKI MERUYA,KAV DKI MERUYA,DKI10,JL.,TERATAI I,22,50,-,-,10,KEMBANGAN,MERUYA UTARA,11620,,,,,,
FIBERHOME,BANTEN,TANGERANG SELATAN,TGRS,KAV DKI MERUYA RW.10 EXTENSION,-,KAV DKI MERUYA,KAV DKI MERUYA,DKI10,JL.,TERATAI I,24,50,-,-,10,KEMBANGAN,MERUYA UTARA,11620,,,,,,
FIBERHOME,BANTEN,TANGERANG SELATAN,TGRS,KAV DKI MERUYA RW.10 EXTENSION,-,KAV DKI MERUYA,KAV DKI MERUYA,DKI10,JL.,TERATAI I,25,50,-,-,10,KEMBANGAN,MERUYA UTARA,11620,,,,,,
FIBERHOME,BANTEN,TANGERANG SELATAN,TGRS,KAV DKI MERUYA RW.10 EXTENSION,-,KAV DKI MERUYA,KAV DKI MERUYA,DKI10,JL.,TERATAI II,25,51,-,-,10,KEMBANGAN,MERUYA UTARA,11620,,,,,,
FIBERHOME,BANTEN,TANGERANG SELATAN,TGRS,KAV DKI MERUYA RW.10 EXTENSION,-,KAV DKI MERUYA,KAV DKI MERUYA,DKI10,JL.,TERATAI II,28,51,-,-,10,KEMBANGAN,MERUYA UTARA,11620,,,,,,
FIBERHOME,BANTEN,TANGERANG SELATAN,TGRS,KAV DKI MERUYA RW.10 EXTENSION,-,KAV DKI MERUYA,KAV DKI MERUYA,DKI10,JL.,TERATAI II,29,51,-,-,10,KEMBANGAN,MERUYA UTARA,11620,,,,,,
FIBERHOME,BANTEN,TANGERANG SELATAN,TGRS,KAV DKI MERUYA RW.10 EXTENSION,-,KAV DKI MERUYA,KAV DKI MERUYA,DKI10,JL.,TERATAI II,1,52,-,-,10,KEMBANGAN,MERUYA UTARA,11620,,,,,,
FIBERHOME,BANTEN,TANGERANG SELATAN,TGRS,KAV DKI MERUYA RW.10 EXTENSION,-,KAV DKI MERUYA,KAV DKI MERUYA,DKI10,JL.,TERATAI II,2,52,-,-,10,KEMBANGAN,MERUYA UTARA,11620,,,,,,
FIBERHOME,BANTEN,TANGERANG SELATAN,TGRS,KAV DKI MERUYA RW.10 EXTENSION,-,KAV DKI MERUYA,KAV DKI MERUYA,DKI10,JL.,TERATAI II,3,52,-,-,10,KEMBANGAN,MERUYA UTARA,11620,,,,,,
FIBERHOME,BANTEN,TANGERANG SELATAN,TGRS,KAV DKI MERUYA RW.10 EXTENSION,-,KAV DKI MERUYA,KAV DKI MERUYA,DKI10,JL.,PENYELESAIAN TOMANG IV,FASUM,-,-,-,10,KEMBANGAN,MERUYA UTARA,11620,,,,,,
FIBERHOME,BANTEN,TANGERANG SELATAN,TGRS,KAV DKI MERUYA RW.10 EXTENSION,-,KAV DKI MERUYA,KAV DKI MERUYA,DKI10,JL.,PENYELESAIAN TOMANG IV,32C,51,-,-,10,KEMBANGAN,MERUYA UTARA,11620,,,,,,
